Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
144,0.1833,0.9007,0.3897,0.8298
145,0.3637,0.9362,0.3678,0.8085
146,0.1809,0.9220,0.3352,0.8298
147,0.2443,0.9362,0.4297,0.7872
148,0.1958,0.9078,0.2917,0.8936
149,0.2222,0.9433,0.3401,0.8511
150,0.1681,0.9504,0.4985,0.7660
151,0.1801,0.9574,0.5149,0.8085
152,0.1527,0.9433,0.4382,0.8298
153,0.2375,0.9291,0.3021,0.9362
154,0.2481,0.9433,0.2721,0.8936
155,0.2254,0.9362,0.1573,0.8936
156,0.2539,0.9220,0.1649,0.9362
157,0.1110,0.9716,0.1790,0.9149
158,0.1247,0.9645,0.2903,0.8936
159,0.2500,0.9291,0.1358,0.9574
160,0.1511,0.9291,0.1737,0.9362
161,0.3295,0.9149,0.1685,0.9574
162,0.2319,0.9078,0.2996,0.8085
163,0.1620,0.9007,0.6257,0.6809
164,0.2256,0.9433,0.3951,0.7872
165,0.1594,0.9362,0.3127,0.8936
166,0.2058,0.9291,0.2393,0.9149
167,0.1734,0.9291,0.1766,0.9149
168,0.1372,0.9149,0.1426,0.9362
169,0.1676,0.9220,0.1393,0.9362
170,0.3017,0.9362,0.2619,0.8723
171,0.2867,0.9220,0.3850,0.8511
172,0.3110,0.9078,0.4476,0.8085
173,0.1424,0.9291,0.3582,0.8298
174,0.1784,0.9149,0.3125,0.8511
175,0.1196,0.9220,0.2601,0.8936
176,0.1642,0.9645,0.2821,0.8723
177,0.1530,0.9574,0.1638,0.9362
178,0.2344,0.9716,0.2453,0.9149
179,0.1150,0.9574,0.1606,0.9574
180,0.1321,0.9716,0.1567,0.9787
181,0.3047,0.9220,0.1776,0.9574
182,0.1509,0.9220,0.2894,0.8723
183,0.1260,0.9433,0.2728,0.8936
184,0.2136,0.9149,0.2206,0.9149
185,0.1880,0.9716,0.2143,0.8936
186,0.2200,0.9433,0.1641,0.9149
187,0.1600,0.9362,0.1442,0.9362
188,0.1564,0.9504,0.1424,0.9362
189,0.2542,0.9291,0.1087,0.9362
190,0.1601,0.9362,0.1397,0.9149
191,0.1520,0.9433,0.2090,0.9362
192,0.2036,0.9078,0.2363,0.9149
193,0.1961,0.9433,0.3157,0.8298
194,0.1488,0.9433,0.3398,0.7872
195,0.2173,0.9433,0.3797,0.8298
196,0.2745,0.9433,0.3937,0.8511
197,0.1654,0.9433,0.3590,0.8936
198,0.4107,0.9149,0.3462,0.8511
199,0.1457,0.9504,0.3492,0.8085
200,0.3109,0.8440,0.1780,0.9149
