Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
144,0.0706,0.9858,0.3892,0.8936
145,0.0810,0.9929,0.4054,0.8936
146,0.0648,0.9787,0.3928,0.8936
147,0.0555,0.9858,0.3848,0.8936
148,0.0943,0.9787,0.3928,0.8936
149,0.0619,0.9929,0.4084,0.8936
150,0.0640,0.9858,0.4307,0.8936
151,0.0496,1.0000,0.4622,0.8936
152,0.0480,0.9858,0.4813,0.8936
153,0.0713,0.9858,0.5006,0.8936
154,0.0727,0.9787,0.4616,0.8936
155,0.0521,1.0000,0.4557,0.8936
156,0.1053,0.9858,0.4669,0.8936
157,0.0515,0.9929,0.4988,0.8936
158,0.0632,0.9787,0.5487,0.8936
159,0.0683,0.9929,0.5705,0.8936
160,0.0740,0.9858,0.5469,0.8936
161,0.0418,0.9787,0.4989,0.8936
162,0.0582,0.9929,0.4924,0.8936
163,0.0947,0.9787,0.4449,0.8936
164,0.0636,0.9858,0.4151,0.9149
165,0.0669,0.9858,0.3716,0.9362
166,0.0739,0.9787,0.3492,0.9362
167,0.0523,0.9858,0.3400,0.9362
168,0.0494,0.9858,0.4380,0.8511
169,0.0841,0.9858,0.3790,0.9149
170,0.0688,1.0000,0.5781,0.9149
171,0.0711,0.9716,0.6401,0.9149
172,0.0489,0.9858,0.6038,0.9149
173,0.0639,0.9929,0.5734,0.8936
174,0.0707,0.9787,0.5463,0.8936
175,0.0487,0.9929,0.5424,0.8723
176,0.0836,0.9858,0.4564,0.8936
177,0.0462,0.9858,0.4679,0.8723
178,0.0622,0.9716,0.4531,0.8936
179,0.0590,0.9787,0.4704,0.8936
180,0.0587,0.9929,0.4939,0.8936
181,0.0525,0.9858,0.5089,0.9149
182,0.0687,0.9858,0.5500,0.8936
183,0.0409,0.9858,0.5719,0.8936
184,0.0666,0.9858,0.5898,0.8723
185,0.0429,0.9858,0.5987,0.8723
186,0.0440,0.9929,0.5911,0.8936
187,0.0332,1.0000,0.5878,0.8936
188,0.0494,1.0000,0.5690,0.8936
189,0.1228,0.9858,0.4757,0.8936
190,0.0381,1.0000,0.3883,0.8723
191,0.0443,0.9858,0.3649,0.8511
192,0.0539,0.9787,0.3741,0.8723
193,0.0456,0.9929,0.3879,0.8723
194,0.0331,0.9929,0.3914,0.8723
195,0.0917,0.9858,0.3848,0.8723
196,0.0493,0.9929,0.4277,0.8723
197,0.1627,0.9716,0.4742,0.8723
198,0.0405,0.9858,0.5470,0.8723
199,0.1309,0.9787,0.5490,0.8936
200,0.0567,0.9787,0.5544,0.8936
