Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
144,0.0416,0.9929,0.4589,0.8936
145,0.0624,1.0000,0.4592,0.8936
146,0.0435,1.0000,0.4721,0.8936
147,0.0660,0.9858,0.4742,0.8936
148,0.0468,1.0000,0.4745,0.8936
149,0.1390,0.9787,0.4891,0.8936
150,0.0502,0.9929,0.6305,0.8511
151,0.1437,0.9504,0.6267,0.8511
152,0.1413,0.9787,0.5745,0.8723
153,0.0927,0.9716,0.4996,0.8723
154,0.0627,0.9787,0.3817,0.8936
155,0.0975,0.9220,0.4393,0.8936
156,0.0766,0.9504,0.4458,0.8936
157,0.0981,0.9574,0.4358,0.8723
158,0.1776,0.9716,0.4789,0.8936
159,0.1114,0.9574,0.4993,0.8936
160,0.1491,0.9574,0.4167,0.8936
161,0.1014,0.9645,0.3537,0.9149
162,0.0914,0.9787,0.3115,0.9149
163,0.1392,0.9716,0.3198,0.8936
164,0.1266,0.9858,0.3747,0.9149
165,0.0907,0.9787,0.3976,0.8936
166,0.0814,0.9574,0.3918,0.8936
167,0.0741,0.9716,0.3597,0.8936
168,0.0745,0.9858,0.3127,0.9149
169,0.0752,0.9858,0.2905,0.9149
170,0.0624,1.0000,0.4035,0.8511
171,0.0820,0.9574,0.4110,0.8723
172,0.0825,0.9716,0.4233,0.8936
173,0.1283,0.9716,0.4062,0.8936
174,0.1797,0.9787,0.3388,0.8723
175,0.0786,0.9858,0.2859,0.9149
176,0.1009,0.9645,0.2885,0.9149
177,0.0982,0.9716,0.3204,0.9149
178,0.1039,0.9504,0.3191,0.8936
179,0.0945,0.9858,0.2506,0.8936
180,0.0696,0.9858,0.2264,0.8936
181,0.0648,0.9858,0.2240,0.8936
182,0.1297,0.9645,0.2313,0.9149
183,0.1378,0.9858,0.2458,0.8723
184,0.0582,0.9858,0.6379,0.7021
185,0.1111,0.9716,0.9334,0.6170
186,0.0700,0.9929,0.6869,0.7660
187,0.0834,0.9787,0.4718,0.9149
188,0.0557,0.9929,0.4744,0.9149
189,0.0632,0.9858,0.4177,0.9149
190,0.0568,0.9716,0.2833,0.8511
191,0.1151,0.9433,0.3363,0.8936
192,0.0480,0.9787,0.5503,0.8936
193,0.0698,0.9787,0.5973,0.8936
194,0.0899,0.9858,0.5638,0.8936
195,0.0665,0.9858,0.5211,0.8936
196,0.0360,1.0000,0.4870,0.8936
197,0.0695,0.9787,0.4586,0.8936
198,0.0557,0.9787,0.4874,0.8723
199,0.0881,0.9787,0.5221,0.8723
200,0.0700,0.9858,0.5239,0.8936
