Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
144,1.4359,0.4067,2.4547,0.3267
145,1.4196,0.4156,2.5579,0.3600
146,1.3538,0.4644,2.4656,0.3467
147,1.3193,0.4511,2.5836,0.3000
148,1.3893,0.4467,2.4929,0.3333
149,1.5086,0.4489,2.4869,0.3267
150,1.5019,0.4111,2.4729,0.2667
151,1.4634,0.4222,2.5481,0.3200
152,1.4292,0.4600,2.5686,0.3267
153,1.4117,0.4222,2.6565,0.3200
154,1.4804,0.4222,2.6837,0.3000
155,1.3777,0.4133,2.6803,0.3333
156,1.3815,0.4067,2.6347,0.2867
157,1.3966,0.4511,2.2972,0.3067
158,1.4890,0.3756,2.4178,0.3000
159,1.5022,0.4133,2.3457,0.2867
160,1.4096,0.4200,2.2607,0.3267
161,1.4741,0.4089,2.2760,0.3600
162,1.5739,0.4289,2.2917,0.3733
163,1.4638,0.3800,2.3109,0.3667
164,1.4924,0.3956,2.4761,0.3733
165,1.4482,0.4244,2.4744,0.3467
166,1.3698,0.4178,2.5377,0.3667
167,1.3427,0.4622,2.7097,0.3267
168,1.4282,0.4667,2.6539,0.3600
169,1.3651,0.4756,2.7573,0.3400
170,1.3649,0.4556,2.7579,0.3267
171,1.4617,0.4667,2.6692,0.3733
172,1.3502,0.4511,2.7607,0.2867
173,1.4044,0.4356,2.7324,0.3467
174,1.3186,0.4267,2.7700,0.3067
175,1.4776,0.4533,3.0019,0.2800
176,1.3542,0.4511,2.5364,0.3467
177,1.3035,0.4533,2.6646,0.3533
178,1.2921,0.4911,2.7331,0.3533
179,1.2816,0.4689,2.9437,0.3400
180,1.3660,0.4533,2.9461,0.3400
181,1.4162,0.4200,2.9189,0.2867
182,1.4491,0.4133,2.8957,0.3667
183,1.3688,0.4533,3.1583,0.2733
184,1.3849,0.4600,2.9686,0.3467
185,1.3029,0.4867,3.0993,0.3200
186,1.2693,0.4689,3.0146,0.3467
187,1.3436,0.4711,2.9632,0.3467
188,1.3687,0.4267,2.7307,0.3533
189,1.3749,0.4378,2.9563,0.3400
190,1.4145,0.4489,2.9304,0.3400
191,1.3152,0.4511,2.8934,0.3467
192,1.3483,0.4822,2.7727,0.3400
193,1.4403,0.4333,2.3358,0.3400
194,1.3910,0.4800,2.6334,0.2867
195,1.3056,0.4844,2.4960,0.3667
196,1.2272,0.5067,2.5542,0.4133
197,1.2669,0.4644,2.6528,0.3867
198,1.2782,0.4933,2.7205,0.3533
199,1.2233,0.5089,2.8362,0.3600
200,1.2946,0.5000,2.9333,0.3667
201,1.2853,0.5111,2.7736,0.3933
202,1.2629,0.5178,2.8587,0.3400
203,1.2726,0.5022,2.9410,0.3600
204,1.2898,0.4800,2.9106,0.3600
205,1.2282,0.5089,2.8938,0.3333
206,1.2112,0.5044,2.8724,0.3667
207,1.1866,0.5222,2.9037,0.3467
208,1.2185,0.5000,3.0293,0.3867
209,1.2627,0.5000,3.0720,0.3667
210,1.4125,0.4733,3.0668,0.3667
211,1.3493,0.4333,3.0338,0.3267
212,1.2572,0.4978,3.0001,0.3467
213,1.2797,0.4867,3.1681,0.3400
214,1.3599,0.4600,3.1101,0.3000
215,1.2949,0.5000,2.9237,0.3667
216,1.3180,0.4600,2.8098,0.3533
217,1.2466,0.5022,2.9487,0.3200
218,1.2433,0.5022,2.6106,0.3800
219,1.3830,0.4600,2.5554,0.3600
220,1.3069,0.4733,1.9768,0.3800
221,1.2686,0.4911,2.2049,0.3333
222,1.2015,0.5200,2.2639,0.3867
223,1.1751,0.5378,2.2350,0.4067
224,1.2787,0.4844,2.3533,0.3333
225,1.2258,0.5422,2.5485,0.3867
226,1.2995,0.5156,2.5067,0.3733
227,1.2318,0.5022,2.4789,0.3867
228,1.3491,0.4600,2.5589,0.3600
229,1.2302,0.5089,2.5856,0.3600
230,1.3313,0.5133,2.4807,0.3333
231,1.2701,0.4778,2.9453,0.3533
232,1.2965,0.5089,2.2881,0.3267
233,1.3263,0.4778,2.1860,0.3267
234,1.3092,0.4933,2.2408,0.3400
235,1.2988,0.5289,2.3545,0.3533
236,1.2007,0.5133,2.4813,0.3867
237,1.2138,0.5400,2.2263,0.4000
238,1.1584,0.5222,2.1982,0.3467
239,1.1765,0.5489,2.3275,0.3800
240,1.2521,0.5267,2.3056,0.3400
241,1.2617,0.5356,2.2829,0.3467
242,1.3823,0.4267,1.9660,0.3333
243,1.3295,0.4889,2.0333,0.3467
244,1.1787,0.5222,1.9466,0.4067
245,1.1339,0.5622,2.0617,0.4067
246,1.2410,0.5311,2.0117,0.3400
247,1.1825,0.5400,2.1244,0.3333
248,1.1445,0.5289,2.0654,0.4133
249,1.2009,0.5400,1.9256,0.4267
250,1.1765,0.5333,2.0037,0.3867
251,1.1815,0.5267,2.0212,0.3667
252,1.1032,0.5222,2.2050,0.3533
253,1.0582,0.5467,2.1700,0.3400
254,1.0934,0.5444,2.2912,0.4067
255,1.1343,0.5378,2.1665,0.3933
256,1.1712,0.5422,2.4147,0.3600
257,1.0720,0.5644,2.2829,0.3733
258,1.1534,0.5800,2.2242,0.4333
259,1.1511,0.5111,2.2847,0.3667
260,1.1658,0.5178,2.2003,0.4267
261,1.1139,0.5489,2.1128,0.3533
262,1.0796,0.5533,2.1408,0.4000
263,1.1009,0.5978,2.1563,0.3733
264,1.0738,0.5733,2.2985,0.4000
265,1.1109,0.5467,2.4542,0.3333
266,1.1876,0.5267,2.2718,0.3800
267,1.0997,0.5400,2.3824,0.4200
268,1.0641,0.5467,2.3763,0.4467
269,1.0815,0.6222,2.2929,0.4000
270,1.0633,0.5911,2.2044,0.3933
271,1.1301,0.5978,2.2303,0.4000
272,1.1810,0.5244,2.2947,0.3867
273,1.1787,0.5311,2.1382,0.3467
274,1.2327,0.5444,2.1643,0.3733
275,1.1397,0.5911,2.2669,0.3933
276,1.1544,0.5556,2.4306,0.3400
277,1.1543,0.6000,2.4059,0.3800
278,1.0848,0.5600,2.6472,0.3400
279,1.0425,0.5733,2.3664,0.4200
280,1.0020,0.5978,2.3586,0.3867
281,1.1836,0.5356,2.3028,0.3733
282,1.1693,0.5511,2.3560,0.4333
283,1.1479,0.5533,2.4544,0.3667
284,1.1526,0.5600,2.1003,0.3867
285,1.1029,0.5822,2.1157,0.4133
286,1.0486,0.6067,2.2725,0.3667
287,0.9931,0.6244,2.3381,0.3800
288,1.0032,0.6156,2.4567,0.3467
289,1.0380,0.6111,2.4756,0.3867
290,1.0479,0.5867,2.4317,0.3933
291,1.0468,0.6067,2.4858,0.3600
292,1.0817,0.5800,2.6794,0.3067
293,1.1306,0.5511,2.6131,0.3867
294,1.2463,0.5000,2.2601,0.4067
295,1.0876,0.5911,2.3823,0.4133
296,1.0252,0.5867,2.7236,0.3733
297,0.9654,0.6289,2.4638,0.3600
298,0.9761,0.6200,2.3987,0.4200
299,0.9490,0.6556,2.5702,0.4067
300,0.9518,0.6378,2.5379,0.4200
301,0.9866,0.6378,2.6113,0.3733
302,0.9094,0.6244,2.6171,0.3867
303,0.9922,0.6089,2.4565,0.4000
304,0.9768,0.6356,2.4531,0.3933
305,0.9774,0.6356,2.5858,0.3533
306,1.0033,0.6044,2.5749,0.3867
307,1.0714,0.5622,2.4343,0.4333
308,0.9521,0.6289,2.5829,0.4133
309,0.9425,0.6489,2.5617,0.3933
310,0.9389,0.6311,2.6147,0.4000
311,0.9166,0.6356,2.6017,0.3933
312,0.9215,0.6800,2.7644,0.3667
313,1.2167,0.5400,2.7523,0.3333
314,1.0170,0.5711,2.9357,0.3600
315,0.8868,0.6467,3.0586,0.4267
316,0.9175,0.6311,2.7154,0.3933
317,1.0757,0.6289,2.0770,0.4000
