Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
271,0.1537,0.9574,0.5480,0.8723
272,0.2699,0.9504,0.5107,0.8511
273,0.1419,0.9433,0.4408,0.8298
274,0.1012,0.9787,0.3835,0.8723
275,0.1671,0.9645,0.3202,0.8723
276,0.1515,0.9362,0.2820,0.8723
277,0.2196,0.9362,0.2808,0.8511
278,0.1109,0.9433,0.3267,0.8723
279,0.2151,0.9362,0.4456,0.8511
280,0.1749,0.9362,0.5582,0.8511
281,0.1666,0.9362,0.6975,0.7447
282,0.2329,0.9433,0.7099,0.7660
283,0.1711,0.9220,0.6302,0.7660
284,0.1026,0.9787,0.4859,0.7872
285,0.2319,0.9291,0.4844,0.7660
286,0.2314,0.9504,0.5042,0.7872
287,0.2215,0.9291,0.4819,0.8085
288,0.1661,0.9433,0.4029,0.8085
289,0.3139,0.8865,0.4136,0.8511
290,0.1344,0.9433,0.5884,0.8511
291,0.1237,0.9716,0.4769,0.8723
292,0.1956,0.9149,0.3794,0.8936
293,0.1263,0.9362,0.4463,0.8298
294,0.2134,0.9149,0.4889,0.8298
295,0.1703,0.9645,0.4839,0.8298
296,0.1321,0.9574,0.4387,0.7872
297,0.1470,0.9574,0.3228,0.8298
298,0.1802,0.9362,0.3640,0.7660
299,0.2947,0.9220,0.3965,0.7872
300,0.1617,0.9504,0.3969,0.7447
